0.0000000000, -37.00537
12.2065429688, -40.02309
24.4130859375, -76.68539
36.6196289063, -73.54689
48.8261718750, -67.59949
61.0327148438, -72.52153
73.2392578125, -78.20526
85.4458007813, -88.79280
97.6523437500, -86.10188
109.8588867188, -88.52006
122.0654296875, -81.45152
134.2719726563, -77.95688
146.4785156250, -70.77388
158.6850585938, -73.56298
170.8916015625, -85.35719
183.0981445313, -89.79668
195.3046875000, -89.12396
207.5112304688, -90.96094
219.7177734375, -88.99153
231.9243164063, -85.09642
244.1308593750, -79.51351
256.3374023438, -80.36540
268.5439453125, -90.52626
280.7504882813, -92.13129
292.9570312500, -92.29687
305.1635742188, -92.04775
317.3701171875, -91.80666
329.5766601563, -91.43311
341.7832031250, -85.48617
353.9897460938, -84.49885
366.1962890625, -92.69938
378.4028320313, -93.49568
390.6093750000, -94.92443
402.8159179688, -94.91809
415.0224609375, -94.57035
427.2290039063, -94.65004
439.4355468750, -89.30611
451.6420898438, -86.31237
463.8486328125, -93.05263
476.0551757813, -94.20633
488.2617187500, -93.18883
500.4682617188, -92.95786
512.6748046875, -91.38680
524.8813476563, -92.89152
537.0878906250, -92.70877
549.2944335938, -92.12661
561.5009765625, -94.40421
573.7075195313, -95.58326
585.9140625000, -94.33411
598.1206054688, -94.41556
610.3271484375, -94.83560
622.5336914063, -96.07060
634.7402343750, -95.40362
646.9467773438, -90.48948
659.1533203125, -92.89586
671.3598632813, -94.82659
683.5664062500, -93.56350
695.7729492188, -95.76268
707.9794921875, -95.53583
720.1860351563, -96.55905
732.3925781250, -94.31324
744.5991210938, -85.20524
756.8056640625, -86.72967
769.0122070313, -96.41042
781.2187500000, -94.68908
793.4252929688, -94.43515
805.6318359375, -96.39222
817.8383789063, -96.68724
830.0449218750, -95.12941
842.2514648438, -91.66118
854.4580078125, -90.94404
866.6645507813, -94.90686
878.8710937500, -95.48628
891.0776367188, -95.96575
903.2841796875, -96.20757
915.4907226563, -97.77221
927.6972656250, -98.68404
939.9038085938, -87.12542
952.1103515625, -83.82840
964.3168945313, -92.91533
976.5234375000, -97.69538
988.7299804688, -96.25447
1000.9365234375, -97.53875
1013.1430664063, -97.39838
1025.3496093750, -97.45421
1037.5561523438, -95.01977
1049.7626953125, -91.64835
1061.9692382813, -95.80789
1074.1757812500, -96.79661
1086.3823242188, -96.36722
1098.5888671875, -95.36047
1110.7954101563, -95.69180
1123.0019531250, -98.06877
1135.2084960938, -94.42060
1147.4150390625, -86.27313
1159.6215820313, -90.31994
1171.8281250000, -95.06453
1184.0346679688, -95.87645
1196.2412109375, -95.55394
1208.4477539063, -96.53650
1220.6542968750, -97.77703
1232.8608398438, -97.51414
1245.0673828125, -88.82477
1257.2739257813, -90.49033
1269.4804687500, -95.24208
1281.6870117188, -97.93760
1293.8935546875, -98.41449
1306.1000976563, -99.06271
1318.3066406250, -99.02442
1330.5131835938, -99.74549
1342.7197265625, -93.09470
1354.9262695313, -92.72716
1367.1328125000, -98.33293
1379.3393554688, -98.85529
1391.5458984375, -100.06539
1403.7524414063, -99.32251
1415.9589843750, -99.18932
1428.1655273438, -100.25638
1440.3720703125, -98.55004
1452.5786132813, -97.83220
1464.7851562500, -99.52669
1476.9916992188, -100.20260
1489.1982421875, -99.78303
1501.4047851563, -98.49909
1513.6113281250, -98.98456
1525.8178710938, -99.13331
1538.0244140625, -95.13461
1550.2309570313, -91.38084
1562.4375000000, -97.13020
1574.6440429688, -99.55416
1586.8505859375, -99.18902
1599.0571289063, -98.97957
1611.2636718750, -98.94743
1623.4702148438, -99.29373
1635.6767578125, -97.94067
1647.8833007813, -92.18200
1660.0898437500, -96.51793
1672.2963867188, -99.63338
1684.5029296875, -100.47985
1696.7094726563, -100.02483
1708.9160156250, -98.60607
1721.1225585938, -100.41723
1733.3291015625, -99.49239
1745.5356445313, -97.47177
1757.7421875000, -98.92454
1769.9487304688, -100.14355
1782.1552734375, -101.03274
1794.3618164063, -100.69483
1806.5683593750, -99.56375
1818.7749023438, -99.91913
1830.9814453125, -99.02094
1843.1879882813, -97.51452
1855.3945312500, -97.45563
1867.6010742188, -99.86819
1879.8076171875, -100.84599
1892.0141601563, -100.32023
1904.2207031250, -99.93615
1916.4272460938, -99.97427
1928.6337890625, -101.81341
1940.8403320313, -100.61894
1953.0468750000, -99.77382
1965.2534179688, -100.81885
1977.4599609375, -100.83155
1989.6665039063, -100.81359
2001.8730468750, -99.94966
2014.0795898438, -100.11063
2026.2861328125, -101.61377
2038.4926757813, -100.79013
2050.6992187500, -100.02623
2062.9057617188, -100.03790
2075.1123046875, -100.85100
2087.3188476563, -101.10554
2099.5253906250, -100.24608
2111.7319335938, -99.92987
2123.9384765625, -100.82810
2136.1450195313, -99.79920
2148.3515625000, -97.71391
2160.5581054688, -99.00611
2172.7646484375, -100.08455
2184.9711914063, -100.14698
2197.1777343750, -101.30242
2209.3842773438, -100.45252
2221.5908203125, -101.41887
2233.7973632813, -101.42175
2246.0039062500, -100.02483
2258.2104492188, -100.66408
2270.4169921875, -100.81506
2282.6235351563, -101.01441
2294.8300781250, -99.81760
2307.0366210938, -99.74562
2319.2431640625, -101.49163
2331.4497070313, -101.29118
2343.6562500000, -101.12248
2355.8627929688, -100.92138
2368.0693359375, -101.08774
2380.2758789063, -101.14278
2392.4824218750, -100.06497
2404.6889648438, -100.90943
2416.8955078125, -101.68768
2429.1020507813, -102.18842
2441.3085937500, -101.30581
2453.5151367188, -102.40699
2465.7216796875, -100.71856
2477.9282226563, -101.34320
2490.1347656250, -101.30903
